trip_id,t1,t2
1324205,1511012602.6709347,1511013341.9762533
1326563,1511017075.8735723,1511017822.5120723
1325513,1511016725.456085,1511016031.7901738
1327770,1511020193.459095,1511020955.3851905
1329426,1511023740.309988,1511022951.8495405
1329666,1511024222.8367665,1511024932.7958076
1329950,1511024758.2725735,1511025655.0642216
1330183,1511025329.9323514,1511025922.7884433
1330613,1511026468.8612473,1511024820.333073
1331355,1511028074.4817188,1511027221.5845742
1331225,1511027264.8422625,1511026458.0504413
1331632,1511027778.2613828,1511028661.720538
1331672,1511028149.282573,1511027460.320365
1332466,1511029340.199685,1511028586.0967822
1333214,1511030085.1324773,1511030771.9085734
1332886,1511030409.4831991,1511029502.8063753
1333100,1511031026.8717728,1511030134.919873
1333271,1511031153.7290986,1511030202.0170481
1334495,1511032252.6237779,1511032932.130379
1333508,1511031587.1260006,1511030730.1710699
1333702,1511031713.9011075,1511032487.3904202
1334705,1511033130.3263893,1511032299.362508
1333669,1511031758.0847118,1511030951.4495962
1333926,1511032218.939835,1511031479.001351
1334667,1511033488.7114086,1511034270.823553
1335554,1511034419.4529946,1511035410.5135064
1335847,1511035450.8438094,1511034481.3177776
1335028,1511034220.3835568,1511033499.9087853
1336088,1511036063.8764555,1511035066.6253183
1336977,1511036677.0765316,1511037698.1352108
1336238,1511036410.37416,1511035811.1066644
1336470,1511036846.3263752,1511037756.7837157
1336597,1511036913.5153925,1511036081.1189764
1336754,1511037053.3112655,1511036236.5139258
1336884,1511037604.7377262,1511036619.697506
1338637,1511039854.1312888,1511038906.3935795
1337581,1511038423.3720908,1511037613.396305
1337616,1511038950.6556306,1511038159.4778214
1337948,1511039172.9224179,1511040121.3596046
1338022,1511039344.8201766,1511038527.126984
1338074,1511039425.610886,1511038667.325711
1338291,1511039934.4058032,1511039116.273457
1338627,1511040557.8057368,1511039725.7331357
1338921,1511041272.8705263,1511040320.6863046
1339162,1511041506.579282,1511040790.4617045
1339294,1511041638.4453413,1511040861.500214
1339481,1511041937.5769904,1511041105.4838617
1339972,1511042627.9020772,1511041835.068582
1340247,1511043229.4505558,1511044197.9384816
1340388,1511043703.0142415,1511042475.033844
1341007,1511044152.44702,1511044968.2791092
1340431,1511043785.573275,1511042712.4102664
1341742,1511045171.4563746,1511044084.5779784
1340581,1511043977.3724966,1511043006.744978
1340689,1511044048.14821,1511043109.629323
1340856,1511044466.8793385,1511043645.304125
1341404,1511045367.4575222,1511044579.6901171
1341717,1511045873.835715,1511044981.4495356
1341496,1511045318.2419958,1511046292.186599
1341989,1511046304.6176271,1511045393.4262424
1342145,1511046941.0983217,1511046068.3926713
1342459,1511046993.6546147,1511047983.0228398
1342897,1511048151.742465,1511047290.0677888
1343064,1511048321.0540044,1511047529.8024268
1343131,1511048426.0554116,1511047497.715611
1344935,1511051671.4845066,1511050828.5783837
1345262,1511052156.5565848,1511051300.7607698
1347537,1511055644.1064339,1511056424.2320712
1355448,1511078226.499034,1511077316.0898495
1356523,1511091393.4163406,1511090420.069644
1356622,1511091449.953424,1511092187.3326385
1357086,1511094483.894388,1511093872.9932258
1358219,1511098158.5715928,1511097580.8010404
1360762,1511104076.5418975,1511105030.635727
1362095,1511108069.5854998,1511107108.0296082
1363343,1511109632.4828537,1511108748.38746
1363870,1511111338.8381765,1511110384.179259
1364491,1511112484.0838988,1511111502.9247503
1366125,1511116374.5735128,1511115408.134137
1368234,1511120054.9020183,1511119049.191022
1369455,1511122387.5526798,1511122073.4838147
1369998,1511123204.6791,1511122218.8578882
1370927,1511126267.6451352,1511124832.770228
1371632,1511125665.6653972,1511127204.0258043
1371594,1511126320.8555326,1511127552.7360642
1372102,1511127493.0574193,1511128153.0853477
1372691,1511128081.7163827,1511129570.7443736
1372799,1511128816.7076306,1511129685.7612484
1373894,1511131393.2164693,1511126728.927719
1374738,1511132640.5922835,1511131763.630187
1374746,1511132777.9135838,1511133689.5770388
1375116,1511133637.0311265,1511132713.956443
1377697,1511136986.9402149,1511137735.3027534
1378052,1511138417.7431643,1511137561.6766164
1382129,1511148663.9164252,1511148026.6790845
1388564,1511175845.6437511,1511176527.3582044
1389726,1511176960.5511508,1511176200.3203876
1388926,1511177090.7735794,1511176441.0629385
1388869,1511176859.184845,1511176147.135887
1389225,1511177065.1327567,1511177735.9709227
1390830,1511178432.198718,1511177620.8473024
1389447,1511177588.8655777,1511176825.0821512
1390876,1511178314.5799074,1511179102.9688456
1391732,1511179506.2339342,1511178745.936559
1392529,1511179782.0454583,1511180449.6074917
1390954,1511179217.1209533,1511180000.6993499
1390768,1511179549.143909,1511179349.9447742
1391487,1511179983.6697729,1511180706.0743918
1391078,1511180333.879591,1511179294.804899
1391449,1511180735.8609183,1511179767.166172
1391880,1511181251.3486342,1511180353.5786757
1392335,1511181814.0864224,1511180976.4766665
1393231,1511182730.0307264,1511181828.220298
1393678,1511183198.825184,1511182175.9840283
1393674,1511183280.987797,1511182388.5241563
1394054,1511182928.0983632,1511183785.2168589
1394128,1511183571.972817,1511182606.7837243
1394351,1511183681.6125197,1511182841.113217
1394570,1511184413.4812832,1511183437.0862377
1394927,1511184707.2121456,1511183894.6266346
1395357,1511185050.9478745,1511184019.2552917
1395576,1511184725.8087475,1511185673.8773348
1395815,1511184810.1708386,1511185942.5404823
1395885,1511185611.4952571,1511184691.8373644
1396214,1511185476.9882956,1511186389.8475783
1398033,1511186732.816637,1511187425.466284
1396431,1511186401.4172697,1511185271.4919508
1396557,1511186027.2447143,1511187030.6729841
1396676,1511186747.522995,1511185742.5832336
1396735,1511186820.8692203,1511185903.5693932
1398748,1511187904.6393821,1511187085.2930126
1397027,1511187011.5186493,1511186048.76104
1397467,1511187582.3476233,1511186556.0257018
1397481,1511187642.8180056,1511186802.79768
1397879,1511187725.1708376,1511186954.4603226
1400147,1511188671.6261473,1511189283.5326593
1398347,1511188349.6469302,1511187143.1269598
1398556,1511188089.3156922,1511188920.3103864
1399027,1511188904.1595201,1511187985.6874814
1399112,1511189175.4613075,1511188284.8971782
1399450,1511189010.6186168,1511188757.5572016
1399646,1511189397.3014588,1511190176.8274295
1399663,1511189747.7035575,1511189000.852925
1399787,1511189540.2634797,1511190374.4882112
1399685,1511190315.974093,1511189442.0806777
1401218,1511190703.5029657,1511191517.9567814
1400293,1511190283.677476,1511191088.955211
1400178,1511190457.9350634,1511189657.394849
1400371,1511190361.2927988,1511191244.7448893
1400597,1511190803.5671203,1511190070.0824616
1400677,1511191042.2238092,1511190237.9349196
1400990,1511191309.8139217,1511191967.5385473
1400921,1511191352.8138187,1511190537.9487524
1401528,1511192037.4984183,1511192841.0476336
1401317,1511192007.4450839,1511191196.4879467
1401539,1511192552.5649037,1511191944.439254
1402138,1511192900.14253,1511193682.5814738
1402044,1511193058.0894902,1511192353.4515297
1402249,1511193484.642106,1511192728.891962
1402519,1511193478.7786498,1511194592.0685368
1402382,1511193743.009375,1511192937.280636
1402679,1511193784.8375893,1511194793.968577
1402839,1511194177.570317,1511194969.310881
1402871,1511194138.998049,1511193354.1251853
1402909,1511194551.2606514,1511193364.5091448
1404263,1511195902.0039878,1511194940.5917137
1403138,1511194318.0854359,1511195011.083839
1403209,1511194692.7766252,1511195516.241619
1403052,1511194808.2587938,1511194045.7553606
1403499,1511194940.5179071,1511195718.6782813
1403148,1511195054.4384842,1511194315.0198193
1403667,1511195185.4626117,1511195869.4889786
1403409,1511195352.2034972,1511194522.5124464
1403460,1511195716.684919,1511194966.4081059
1403973,1511196263.7849226,1511195270.23998
1404201,1511196642.732992,1511195886.2771406
1404484,1511197191.2422285,1511196453.3079667
1404588,1511197426.1739762,1511196630.5391846
1404928,1511197471.6097972,1511198313.7130039
1404855,1511197844.6603572,1511196959.0121336
1405149,1511197815.8176298,1511198586.7527053
1405338,1511197897.5690467,1511198714.139933
1405139,1511197943.0709813,1511197214.200613
1405400,1511198066.3784356,1511198923.1378975
1406280,1511198943.3059626,1511197978.413641
1405570,1511198533.9353342,1511199354.2483857
1405761,1511198759.5454037,1511199645.6405864
1406459,1511199831.1396334,1511200761.4939816
1406864,1511200881.6977353,1511200088.247653
1407120,1511200766.638626,1511201584.3863602
1407294,1511200963.7063642,1511201695.635731
1407394,1511201250.8259132,1511201993.1452785
1407182,1511201449.8589272,1511200544.7502496
1407662,1511201678.3007686,1511202500.9127722
1407660,1511201994.183992,1511201269.0426853
1408076,1511202876.27548,1511200775.3488345
1408339,1511202720.4780474,1511203547.4578598
1408113,1511202898.2976148,1511202117.8795629
1408305,1511203235.680127,1511202462.0750759
1408337,1511203461.7143815,1511202750.131213
1408868,1511203827.9565852,1511204666.621322
1408952,1511204387.2398138,1511203502.8601294
1409464,1511204466.9601676,1511205355.8699641
1410407,1511205748.246212,1511204907.0337236
1409390,1511204946.5554295,1511204120.8949974
1409529,1511205048.0819006,1511204301.9524977
1409802,1511205101.6017838,1511205936.5896406
1409686,1511205525.1145175,1511204846.0159564
1410094,1511205427.389542,1511206270.521439
1410138,1511205673.2946494,1511206627.0528169
1410251,1511205947.8285685,1511206704.82313
1410263,1511206631.7410095,1511205759.0197384
1410580,1511206201.7333722,1511206983.0917442
1412416,1511208156.4817019,1511207374.136602
1410283,1511206718.1439106,1511205727.032811
1410748,1511206532.6901677,1511207442.782017
1410384,1511206790.1118667,1511205861.4202864
1412007,1511207258.5458384,1511208145.1130707
1410611,1511207046.985515,1511206147.977859
1410955,1511206788.581855,1511207572.8975856
1411150,1511207092.9857588,1511207920.358312
1412292,1511208362.8646514,1511207614.850085
1410886,1511207442.4569519,1511206608.62133
1412780,1511208419.3444667,1511209362.643376
1411600,1511207737.1825933,1511208610.8556802
1412275,1511208032.071246,1511207161.2318633
1411667,1511208189.0935552,1511208913.8351214
1411411,1511208127.4249575,1511207321.5112278
1411542,1511208278.588939,1511207402.7195232
1411740,1511208314.9497666,1511209148.454557
1412184,1511208628.02356,1511209503.2800748
1412344,1511208559.3404448,1511207674.192186
1411595,1511208660.0423849,1511206338.0863254
1412394,1511208760.0630672,1511209687.7334182
1411936,1511208876.8565059,1511207964.1848073
1412085,1511209179.8934138,1511208398.5903668
1413725,1511210474.153386,1511209579.1618516
1412989,1511209487.4994233,1511210324.876956
1414003,1511210226.9434152,1511211014.352914
1412495,1511209649.2061443,1511208642.4917111
1413109,1511209697.6146407,1511210521.244167
1412728,1511209792.2433295,1511208985.2841933
1413224,1511209888.1236668,1511210690.006079
1263283,1510714135.2963731,1510713302.631319
1295,1508266638.2015162,1508265568.5132546
1356934,1511093418.1534994,1511093987.8865418
2106,1508265465.9413116,1508266401.0310602
2278,1508266790.9148445,1508265540.068235
1375044,1511132066.936653,1511133052.9120336
1375199,1511132236.3881311,1511133113.3436725
2709,1508267065.973067,1508265960.1538038
2453,1508266348.1927423,1508267316.8286886
2503,1508267668.7728858,1508266104.0723846
2220,1508266288.7558112,1508267261.8487134
1360,1508266151.8328903,1508267110.111773
2419,1508266343.6596525,1508267387.0512042
1356721,1511092429.1876261,1511091798.477715
2521,1508267118.7260365,1508268317.2338247
1167,1508266659.123772,1508267515.6412606
2353,1508266571.3204658,1508266376.5941324
1356750,1511092910.0723982,1511092214.5181017
1356838,1511092835.214769,1511093419.3749852
3242,1508267954.0882506,1508266828.0138516
1403,1508266869.6418054,1508265463.7573042
1858,1508266760.2920153,1508267626.790054
1362,1508266884.748901,1508267710.6867585
2265,1508266950.056096,1508265952.907542
3200,1508267465.2513256,1508268540.173842
1972,1508267016.603169,1508267981.9758487
2026,1508267516.1424146,1508266341.363287
3616,1508268673.5535543,1508267392.3440406
1815,1508267593.0080702,1508266585.6588454
4235,1508268909.116062,1508266533.2167146
3494,1508268563.8394365,1508269731.8815784
1264069,1510714472.7378318,1510715179.9938657
2869,1508268467.3067777,1508267108.1019778
1357049,1511094040.4216964,1511094614.7895896
2906,1508267679.5701413,1508268673.6344352
1264153,1510715018.3224008,1510714222.2225618
4675,1508269359.5333762,1508270432.2457275
3589,1508268992.1572654,1508269892.3805528
6660,1508271915.3374388,1508273152.1317406
4082,1508268518.440473,1508269378.9144661
2531,1508268165.1209867,1508266988.3439472
4362,1508269774.141752,1508268384.4392161
1190852,1510594889.7360246,1510594154.1222808
3184,1508268041.2713432,1508268898.3941605
2813,1508268398.8137586,1508267555.5171242
1263661,1510714111.4259079,1510714915.1523447
1357120,1511094403.6202922,1511094890.1989522
3072,1508268769.02806,1508267731.5507839
4903,1508269389.5701084,1508270481.2603583
4263,1508268788.7239728,1508270046.5181286
1263447,1510714258.688811,1510713430.4747586
3193,1508268827.576781,1508267916.6435032
5042,1508270166.2666268,1508269050.814811
3221,1508269166.387989,1508267893.7019494
3405,1508266365.1981933,1508269884.0705338
1262952,1510712882.6049647,1510713721.0996187
1262716,1510712910.4892519,1510712139.7596471
1263620,1510713312.5677364,1510714177.0375357
3452,1508269387.814248,1508268236.5121815
5675,1508270583.8420813,1508271641.451148
5429,1508270134.4398303,1508270834.1911645
6829,1508272694.208531,1508271635.7253783
5174,1508270666.3619618,1508269740.3106813
4251,1508269508.6361523,1508270640.3642173
3714,1508269605.038439,1508268312.9084744
3701,1508269229.1730075,1508270303.654286
4626,1508269301.0551257,1508270382.4710803
5412,1508271962.5063682,1508270660.5397651
3886,1508270029.7112286,1508268968.4967964
4761,1508270256.474095,1508271177.516028
4878,1508269797.9999218,1508270816.5881035
5124,1508270409.8523433,1508271320.1709316
6228,1508271229.8393734,1508272345.0720222
4645,1508270459.2228172,1508269401.024304
4856,1508270858.1572874,1508270237.518133
6181,1508272227.6582994,1508273420.2583811
4555,1508270769.2919855,1508269670.9757802
5977,1508271847.4708936,1508270635.2171972
5034,1508271762.498889,1508270501.6215646
5495,1508271286.229246,1508272505.0343454
1356844,1511093241.2649162,1511092262.3220387
6382,1508272169.246397,1508269865.2307618
1262989,1510713285.43759,1510712343.7123601
4841,1508271390.159192,1508270165.420358
1263805,1510714072.1671748,1510713281.1650052
5276,1508270789.7951083,1508271840.9174504
6028,1508272040.3490934,1508273236.2687988
5144,1508270922.56567,1508271851.6396668
1263184,1510713392.781345,1510714193.0342085
6695,1508272477.9365797,1508272018.927005
1263384,1510713634.729391,1510714264.1380723
4981,1508271504.2271748,1508270284.8261566
5420,1508270975.3590627,1508272181.3815281
1263229,1510713605.0954206,1510712739.2180254
5565,1508272271.4459717,1508271033.037572
7082,1508273471.854388,1508272298.1259918
6652,1508273096.5608718,1508271931.0597086
7094,1508272389.3549314,1508273585.996392
7863,1508275395.266707,1508274252.8119872
7128,1508273596.589308,1508275019.8815317
6111,1508272153.4612083,1508273252.9807603
6303,1508272643.296772,1508273481.1881354
5925,1508272674.022805,1508271552.9997585
1265073,1510716352.0376515,1510717230.6783497
1263950,1510714831.8033037,1510714177.6104522
6691,1508272785.081038,1508271496.2111466
7742,1508274294.0717175,1508272596.3504722
8557,1508274083.686599,1508275355.083956
6621,1508272603.9283338,1508273769.70753
6776,1508272691.6164684,1508273899.6432712
6692,1508273217.730515,1508272214.73035
1263991,1510715151.2957935,1510714367.6593652
8107,1508273509.4832869,1508272901.8562598
1265339,1510716971.9733799,1510716134.2782853
1264109,1510715264.64909,1510714046.470295
7006,1508273016.1315725,1508274113.5721562
8241,1508274724.2005472,1508273218.1657917
1264206,1510715591.859948,1510714775.1677015
8591,1508274943.131913,1508276471.2424238
7180,1508274403.7262025,1508273104.4886763
7432,1508273677.5948188,1508275109.7843297
1264055,1510715146.5859587,1510716097.519536
7571,1508274989.7158134,1508273741.2950237
18593,1508289102.820581,1508287941.259822
7392,1508274841.9211466,1508273623.7625556
8989,1508275783.018946,1508274222.0848312
1264808,1510715757.1402295,1510716643.6551032
10477,1508276136.2925508,1508278042.3325806
1264868,1510716315.3307374,1510715355.002153
1264664,1510715722.7280283,1510716601.530073
1264271,1510715612.5771863,1510714818.2095857
1264689,1510715960.2437854,1510716671.1783726
7826,1508275301.5863857,1508274010.8999302
1264736,1510716367.2824314,1510715531.5290313
8401,1508275268.905844,1508276685.7708602
8046,1508274629.4927168,1508276161.369242
10039,1508275974.0490565,1508277338.8886638
8279,1508274558.5163605,1508276369.6199508
9378,1508276802.3005612,1508275115.87709
1264840,1510716494.7827458,1510715835.4766073
8764,1508275462.1529102,1508277030.0613222
12840,1508279341.207269,1508280598.5507727
1264861,1510716285.6130433,1510717144.941409
1304600,1510962332.9368722,1510963209.304969
9347,1508275882.1037674,1508277254.6378548
10123,1508277237.763033,1508278669.8837476
1305842,1510963578.441282,1510962659.4462914
10010,1508276868.4241025,1508275186.213593
10283,1508277565.3722513,1508265630.389357
1264222,1510715834.4900978,1510715133.383058
1265371,1510717069.8077652,1510717672.7759452
1264335,1510715595.6857061,1510716347.3628814
15444,1508282824.2370596,1508283936.08569
1264667,1510715659.6216447,1510716518.7495432
12365,1508279915.8925498,1508281032.2911081
10063,1508276722.1026192,1508278122.6796596
18017,1508287230.6771376,1508288441.8374908
10278,1508276811.621878,1508278270.425457
9867,1508276869.4945648,1508278315.1381392
11039,1508278760.7264192,1508280033.6802807
11207,1508277819.382627,1508279002.054761
9846,1508278490.9227962,1508276828.299703
12002,1508278459.8558743,1508279561.215777
1388536,1511175816.6008813,1511175286.8418255
1228516,1510665072.933597,1510665990.473876
12414,1508279993.5286944,1508281211.0250618
11293,1508279637.2761078,1508277089.7458298
11511,1508277015.4900095,1508280125.608031
15057,1508282034.1530514,1508282985.2307222
12305,1508280550.2857685,1508278517.2304106
1399614,1511189671.256901,1511188946.7614508
1374527,1511131761.7766838,1511131045.2540147
18679,1508289015.8476105,1508290056.9187186
11030,1508278586.559164,1508279741.9357846
11822,1508279104.9181027,1508280366.8527527
12024,1508279408.5887458,1508280674.5083363
26270,1508306595.9281266,1508307206.358773
18080,1508287103.830936,1508288352.4237432
16504,1508284518.4484081,1508285426.1162875
12542,1508280292.7803667,1508281460.5259979
13741,1508280526.2466054,1508281654.0682344
11873,1508280864.4444988,1508278857.479338
12815,1508280781.504852,1508281763.6034057
15014,1508284420.790363,1508282520.608949
16741,1508285949.4591937,1508284380.1034105
15355,1508283941.941522,1508282769.3279116
25005,1508302737.2825742,1508303458.0691245
1375553,1511133372.741817,1511132565.5242696
15192,1508284482.2902138,1508283012.1940973
18709,1508289833.726104,1508288418.7837217
17506,1508286811.6761496,1508285541.8936622
15579,1508282644.6727722,1508283879.2923527
14410,1508281285.432538,1508283207.1708264
1265689,1510717946.2636962,1510718570.2597003
19964,1508291723.9731715,1508290402.4081624
21816,1508294636.6759362,1508295519.666742
14467,1508282621.3404052,1508283811.405518
16854,1508286119.1464884,1508287313.9067564
1266429,1510719516.628239,1510718935.7660174
41619,1508338193.3637075,1508337280.544587
15820,1508284792.170216,1508283630.5632071
17339,1508286324.6738198,1508287380.5668113
16144,1508281853.8288565,1508285817.304471
15253,1508282471.9796414,1508283721.9607008
23956,1508299653.5017934,1508300491.4423509
1266183,1510718426.4252348,1510719419.6027884
1266174,1510718777.9811754,1510718014.606071
14665,1508284082.414136,1508282868.4626868
1265126,1510716786.3106778,1510717503.8410923
18728,1508289331.7954168,1508290429.0923615
1265096,1510717281.1811008,1510716527.8941333
15757,1508284658.3774397,1508283471.6101508
16233,1508283012.4424245,1508284235.318642
15083,1508283304.0879443,1508284345.9963236
19548,1508289835.8058686,1508291032.058998
16636,1508284763.8425715,1508286069.9092648
1265176,1510717006.154118,1510717714.2354996
23757,1508299329.99059,1508300068.8179967
15276,1508283292.8127022,1508284482.983333
18851,1508289352.8016014,1508290496.6724648
21939,1508294545.748939,1508295389.712912
16950,1508286329.1261292,1508285037.7146075
17550,1508286980.5800908,1508288205.8596976
16444,1508285161.9028177,1508286423.5647423
17560,1508286432.670806,1508287400.0927272
30261,1508323667.162231,1508324514.3122315
19481,1508290821.467245,1508289857.878722
23841,1508300240.4656668,1508299558.1101193
15984,1508285695.2693963,1508283987.7137692
17496,1508285804.0931122,1508286940.2007508
16043,1508285739.5292597,1508284175.0754106
17306,1508287488.326896,1508286307.835539
16217,1508285777.1099954,1508284248.533441
18242,1508288261.8979547,1508287086.2557633
20738,1508292353.1849887,1508293330.5767648
1265835,1510718380.5073948,1510719185.6624691
25944,1508305264.4749167,1508305897.4433792
1265928,1510718845.0125902,1510718094.8236887
21348,1508293565.8942723,1508294425.849409
17610,1508288114.1460085,1508286653.1633255
16960,1508286503.5513868,1508285265.3269675
17667,1508286201.1431444,1508287323.5169828
19301,1508291290.1461246,1508289991.441288
1400448,1511189319.3578186,1511190109.1973403
23001,1508297485.7264724,1508298264.086923
22617,1508297607.890174,1508296639.3824925
1265443,1510717841.2555633,1510716989.8942564
19017,1508289723.4209008,1508290693.771128
1265470,1510717586.9307213,1510718193.6953194
18003,1508288189.6691825,1508286985.346105
18016,1508287761.4140506,1508288723.1825607
19563,1508290330.6443954,1508289197.0715063
18444,1508287841.0806692,1508288837.3427436
19272,1508289920.8986416,1508290778.2168655
18887,1508288588.5001624,1508289551.6692636
26881,1508311401.5024116,1508310989.9596002
1265940,1510718475.2820678,1510717841.4662874
19956,1508290541.7481902,1508291385.676863
1265982,1510717805.1812377,1510718454.0237474
21675,1508294677.95753,1508295526.352554
21787,1508294909.2360675,1508295849.7193184
17768,1508288606.19656,1508287245.2600045
20986,1508293359.8763106,1508294241.386245
21609,1508293616.593633,1508294575.4634695
18674,1508289316.2085955,1508288270.6623986
30320,1508325069.4841313,1508323998.5287027
20812,1508293799.742561,1508293161.1614723
25031,1508303155.2830434,1508302657.532142
