trip_id,t1,t2
251235,1508785083.6521847,1508786189.5737545
251923,1508785484.8505182,1508786536.5320024
1245605,1510689400.9958875,1510690211.2876036
378923,1509017842.75747,1509018582.731279
277920,1508841891.9782407,1508841220.9010031
257782,1508794271.6250885,1508795654.1995733
251055,1508785936.5928595,1508784569.5346677
1246727,1510691118.3974862,1510690128.539909
252612,1508786989.068609,1508786049.0404925
324816,1508916345.2773545,1508915759.4002688
633418,1509508331.5056722,1509509470.58141
1272269,1510744435.8670115,1510745019.0696764
251153,1508786093.9118538,1508785280.0747507
519439,1509304385.5486865,1509303761.6168308
257161,1508793218.435833,1508794699.0165226
278041,1508841006.4910655,1508839631.571233
257806,1508794887.4316049,1508793438.9864461
278182,1508841240.238625,1508841967.7808712
257869,1508795028.355408,1508793526.8729935
258028,1508795174.619121,1508793658.6730185
257509,1508794166.3388324,1508795250.5844524
1273075,1510745767.4894621,1510744676.2953222
350419,1508959349.6253514,1508956973.3435938
258234,1508795256.743164,1508793887.3992634
587671,1509441647.801565,1509442280.0898626
1272791,1510744988.1803951,1510745857.6724377
1272680,1510745034.6709764,1510744415.3945794
258587,1508795581.296362,1508796190.166236
257978,1508794118.1848686,1508795796.776322
324828,1508917282.2627058,1508917745.86737
258141,1508794696.2120097,1508796217.9730096
279363,1508841726.5115354,1508842481.3918204
258657,1508795589.0917964,1508797018.254401
324823,1508917844.947281,1508917238.3299432
258941,1508796248.9124725,1508794899.6343274
299618,1508871477.5520837,1508870299.5962865
260710,1508797542.4651427,1508796324.0804732
258828,1508796143.93726,1508797342.1345491
258502,1508795464.5127897,1508796834.218555
519513,1509304695.2902527,1509301528.515849
1274310,1510746174.6025813,1510747000.9399135
259873,1508797812.7468004,1508796062.9477992
279749,1508842704.7552097,1508824996.7135875
261190,1508796337.6794562,1508798081.0332
1273303,1510745661.4100692,1510746386.8902836
301054,1508872480.2229507,1508871545.3138697
299199,1508870570.7304773,1508871687.274144
299120,1508871550.4485905,1508870381.275263
259103,1508796001.2032888,1508797611.1792614
349768,1508957407.7707844,1508958426.4807553
278496,1508841577.023716,1508842238.220367
377730,1509017363.6783113,1509018277.4075253
278671,1508841638.77946,1508842350.389549
324957,1508919443.6550007,1508918846.2180634
299304,1508870720.1619632,1508871865.1871085
259459,1508796088.94216,1508797721.0799878
1272893,1510746119.5388865,1510745345.3220122
324979,1508919253.0114005,1508920016.79212
260096,1508796541.5011487,1508798172.8475535
260247,1508796784.9443204,1508798242.071152
1376397,1511135837.2867854,1511136452.7691066
1376562,1511135898.6812353,1511135014.896894
278253,1508841946.6003218,1508841023.7267194
1377012,1511136034.0709817,1511135374.9253156
299389,1508870882.7873554,1508872225.4570615
259620,1508797173.2725682,1508795671.691003
1377293,1511136665.48257,1511135915.68054
311874,1508885887.5399132,1508887267.3025293
278052,1508843005.6382742,1508842147.719569
1376971,1511136299.8727822,1511135665.4227648
262855,1508798352.5539882,1508798964.0611765
279612,1508842315.7999125,1508843072.6014593
260848,1508798884.1344652,1508796830.274118
300565,1508871670.344806,1508872800.3609104
260119,1508798450.0904045,1508796546.6686513
278330,1508842150.5758216,1508841213.0699668
278824,1508842307.0243304,1508842542.4504354
278687,1508842288.7582977,1508841408.638947
1274503,1510746715.4535992,1510745952.0886219
300919,1508871923.1432166,1508872943.7124937
1273105,1510745457.214579,1510746152.6574616
1247801,1510691634.5632968,1510690794.924075
1377144,1511135759.0883694,1511136500.5403676
279848,1508842566.2576501,1508843487.6941628
325082,1508921041.7208943,1508921594.5472903
1376146,1511135146.8841505,1511135898.429064
262479,1508800142.5843167,1508798352.823543
348703,1508957708.2235694,1508958598.527634
299466,1508871005.5234864,1508872296.9963903
542809,1509363043.607399,1509363948.8348367
325053,1508921273.63342,1508920720.3979123
1376220,1511135199.994725,1511135971.3958173
263337,1508799223.1311269,1508800188.1483228
262118,1508799867.1970367,1508798112.576435
263105,1508799421.3347785,1508800414.8778424
300271,1508872092.0275207,1508873183.6559165
263577,1508799996.219995,1508801027.3753197
279069,1508843541.68144,1508842698.3694668
299449,1508871006.4140468,1508872250.52966
278958,1508842805.094506,1508842279.8865354
279019,1508842464.1482215,1508843058.1232994
278980,1508842909.575766,1508841856.140393
263171,1508799588.0616126,1508800680.044621
262010,1508800568.4706323,1508798463.7329268
279204,1508842554.0658658,1508843299.3445392
262635,1508800262.5087733,1508798538.4235132
264520,1508800493.1776636,1508801636.138021
1328747,1511022556.2111247,1511021812.6227832
263499,1508801295.0094533,1508799880.4821384
262522,1508800597.6616066,1508798791.72664
262993,1508800498.0367851,1508798749.672411
1247387,1510690741.7833726,1510691571.5875282
281003,1508844612.8253615,1508843725.014203
279818,1508843758.1944318,1508842972.5574336
1245723,1510690348.9272132,1510689080.3196716
263113,1508800573.0595958,1508801790.069833
1377294,1511136361.75153,1511137120.3393657
300265,1508871093.1546035,1508872317.3404462
365090,1508980299.6836982,1508978790.4021218
358738,1508970956.9961483,1508969170.6526756
264057,1508801544.1623971,1508800368.9540195
263913,1508800708.461144,1508801933.4364529
263440,1508800912.8394825,1508802076.6383882
306562,1508878760.0788684,1508880139.055099
279346,1508842629.2728975,1508843519.72951
264341,1508802649.349859,1508801216.22589
1246000,1510689821.3399665,1510690901.976802
263528,1508801022.0009708,1508802188.5623388
264235,1508801876.6596644,1508800519.3663633
264917,1508802013.0438917,1508802879.6455202
301110,1508872492.5709898,1508873318.9903183
1376864,1511136251.84527,1511135465.6665072
1377298,1511137102.8701808,1511136290.102253
1246669,1510690026.9340436,1510690981.7995305
265358,1508802782.7881618,1508803626.1528919
299763,1508871224.7604074,1508872546.260438
429633,1509107113.8311217,1509106331.131386
264320,1508802294.8497558,1508803129.931461
279547,1508842814.6168091,1508843622.366787
279114,1508843075.6623416,1508842225.3783658
264336,1508802507.0518818,1508803469.8866515
279273,1508843146.356252,1508842204.7928965
284938,1508848648.85329,1508849828.0736046
389029,1509031003.2768345,1509031924.4674897
1246067,1510690612.8828022,1510689174.9165428
378369,1509017670.0535276,1509016718.5974543
349361,1508957954.7186718,1508958802.9641712
300700,1508872786.59282,1508873583.4866402
265532,1508803031.863071,1508803881.1770315
265465,1508803254.3994205,1508804303.8668804
287612,1508851832.9267154,1508852904.4181848
265690,1508803648.350895,1508804700.7951648
300163,1508872285.308301,1508871034.835337
1282209,1510756682.5912647,1510757478.9811404
265304,1508803686.4424307,1508804754.0921242
266605,1508805205.4740202,1508804426.7826388
300189,1508872366.470211,1508871506.2152307
1329676,1511023662.404901,1511022883.9372776
1282755,1510756774.450115,1510757547.2488446
479220,1509204428.8789558,1509203405.892463
475454,1509195743.2287793,1509196344.1408167
266260,1508804635.8420384,1508805527.3211114
350606,1508959722.9251735,1508958700.512919
265784,1508804757.6066759,1508803481.2372222
265716,1508805436.3099158,1508805131.290889
266690,1508804506.062251,1508805372.3833027
279373,1508843261.0457225,1508842310.7254868
1328911,1511022854.5895548,1511022150.8800898
1247787,1510691982.3270369,1510690965.6765308
266602,1508804859.2172995,1508805810.727976
408188,1509060519.967092,1509059195.0944254
279901,1508843260.4982257,1508843983.7967598
266205,1508804711.2674437,1508805924.2454345
390395,1509034082.0391147,1509035344.701858
266298,1508805013.0134103,1508805970.0515559
280663,1508843657.4341269,1508844449.7306056
280612,1508843348.7133176,1508844106.455355
266207,1508805529.1329513,1508804598.717889
1245698,1510689577.6313531,1510690422.0279446
279703,1508844898.1855907,1508843807.8970947
279784,1508843635.5472744,1508842775.0805633
280697,1508843827.0560615,1508844595.6897013
267410,1508806122.2890937,1508807001.952833
266281,1508805833.7921045,1508804796.499492
266592,1508805549.1450808,1508806437.3836412
266638,1508805676.611482,1508806575.629062
266244,1508805877.0122037,1508804942.5335872
267273,1508805999.4669366,1508806872.330976
267689,1508806469.0545616,1508807446.414161
1246829,1510690772.486015,1510689794.1012878
266662,1508806701.5621583,1508805707.2244155
267067,1508806453.794816,1508807384.6668656
267242,1508807285.4194703,1508806267.1801696
541067,1509360970.7718916,1509361772.8847191
267402,1508807846.2151954,1508806857.5128393
281204,1508844136.9699445,1508845006.7260382
425096,1509102637.4570093,1509101795.153293
267074,1508806836.0269911,1508807780.928646
266840,1508807172.1313164,1508806202.10933
267639,1508808335.5062017,1508807136.2307727
267843,1508807106.2689376,1508807962.9048362
325467,1508923517.2629466,1508922811.199054
267549,1508807932.1147246,1508806759.3058312
267565,1508807491.3996043,1508808437.6318429
280762,1508844051.5810497,1508843133.2539256
267765,1508808200.3317492,1508807119.5056431
498019,1509237780.358932,1509238866.13615
280203,1508843402.660364,1508844709.9500742
1209217,1510619672.245576,1510620533.0451508
267367,1508807873.4152474,1508808663.447714
268146,1508808018.5917068,1508808721.2069178
377654,1509017783.9227588,1509016852.8663158
268401,1508809124.6905944,1508808099.0348327
325435,1508923393.3512974,1508924065.9920762
268086,1508808092.4996035,1508808880.4263768
267795,1508808530.4245236,1508807413.2806861
280417,1508844171.3421843,1508844788.8053358
310434,1508884927.8450508,1508883254.306084
268353,1508808895.4623566,1508807994.6146405
268036,1508808954.7390027,1508808291.1689441
1348569,1511058168.7064836,1511058819.5792303
268223,1508808597.7391002,1508809526.1739357
268968,1508809246.7082791,1508810008.8443408
268350,1508809312.2648542,1508801426.6887162
280290,1508844063.3933246,1508844835.5038767
1209095,1510619677.6994445,1510613059.699695
1210164,1510620881.8321373,1510619836.723122
268650,1508810099.393058,1508809094.1468198
1210508,1510620252.4261508,1510621055.428278
268414,1508808984.4291413,1508809796.1746955
282861,1508846827.2439952,1508847741.1282253
300221,1508872610.0635123,1508871576.9380937
1209403,1510620052.6375713,1510620705.8240867
268487,1508809668.4871063,1508808734.589068
313779,1508888236.5116005,1508889351.5782926
269146,1508809691.700743,1508810497.094574
281477,1508844610.5995212,1508845377.5481312
268976,1508810648.6158175,1508809689.332703
1209294,1510620004.564303,1510619225.671911
300643,1508872715.7219741,1508873532.466988
268497,1508809655.9653182,1508810442.021748
268788,1508809642.6639843,1508810451.7349565
1348173,1511056625.8283098,1511057356.7303038
268865,1508810263.7285082,1508809325.734431
279954,1508844075.7195902,1508843315.7661102
1348295,1511056959.3996105,1511056090.1324503
1209745,1510620185.3165443,1510620794.6960862
1348025,1511056676.7558632,1511057562.1554368
269080,1508810172.605808,1508810965.9681594
1377072,1511136743.032346,1511136111.2595978
269067,1508810590.345321,1508809901.7451758
286902,1508850953.91187,1508852074.247986
302002,1508873988.5323076,1508873149.9923463
300488,1508873032.0140316,1508872050.099149
269634,1508810907.058833,1508811965.8445861
269388,1508810711.4165013,1508811572.65333
269133,1508811241.1974466,1508810130.32316
269156,1508811473.216673,1508810245.1372666
269432,1508811615.055325,1508810493.7286673
280468,1508844227.9453716,1508845059.4943123
270011,1508812158.7257228,1508810981.7111833
337727,1508939763.404908,1508938831.5044956
300867,1508872816.385597,1508873652.4017267
270245,1508812493.1010468,1508811600.0358918
269455,1508811263.9917076,1508812185.7958882
407404,1509057189.654484,1509058586.3272796
269874,1508811704.5189674,1508812541.4594166
1274400,1510746576.744088,1510747349.8227792
1273250,1510746196.2105126,1510745390.7612307
269726,1508811568.0317528,1508812478.3512182
1273220,1510747092.0219626,1510746193.6652179
281640,1508844921.2816393,1508845763.661216
270113,1508811621.626899,1508812507.7769108
363806,1508975495.738718,1508976529.330904
269558,1508812084.073922,1508810594.948289
269990,1508812409.91976,1508811482.6022916
270364,1508812441.3720186,1508813309.014373
270136,1508812048.6057987,1508812924.2675784
269654,1508812363.2398376,1508811359.8503935
281497,1508845588.2440498,1508844394.4901643
1282861,1510756841.2282557,1510757676.6382537
443259,1509126206.6576555,1509127795.8790734
270118,1508812812.131129,1508811622.9109247
270178,1508812034.7089605,1508813434.4473164
1273159,1510745874.22215,1510744882.951727
270809,1508813690.8261743,1508812510.8692188
280529,1508845024.241515,1508843943.5613863
270431,1508813446.8525805,1508812780.773831
281721,1508845771.2580817,1508844635.5750082
271076,1508813824.9391925,1508814506.9082093
270463,1508813131.2480054,1508813976.563746
270989,1508813549.8842247,1508814323.7389731
270594,1508813565.186287,1508814262.2030973
270565,1508814036.204602,1508813076.77309
271197,1508814651.1735735,1508813859.2523632
271308,1508815014.8988695,1508814294.0622158
281906,1508845366.5814083,1508846120.9203675
307808,1508882175.9318628,1508880326.1670575
1208887,1510619438.068588,1510618583.509436
283872,1508847293.3433034,1508848205.1392152
270917,1508814619.323173,1508815315.1310527
1348583,1511057633.0988421,1511058609.0691688
271266,1508814505.2222815,1508815389.3786204
379168,1509018941.4012415,1509017823.2577796
271176,1508814992.8913815,1508814273.8014855
300616,1508873124.7389565,1508872153.0613105
271609,1508815064.3967927,1508815979.4572096
271797,1508816013.601836,1508815330.297449
271340,1508815474.8758173,1508814791.4753098
301763,1508874412.5032651,1508873291.8456988
271436,1508815315.0224156,1508816021.1649103
1297569,1510953746.2380846,1510952859.2616947
271651,1508815666.5351863,1508816359.9481528
271674,1508815667.9663527,1508816344.007554
271541,1508816091.4963777,1508815413.3993194
464046,1509157933.624899,1509155356.4734948
272035,1508816174.150637,1508816791.7266395
271809,1508816357.3624418,1508815712.0455825
1297739,1510954042.5072007,1510953122.5087416
280513,1508844670.260624,1508845625.8286269
281152,1508844751.8281937,1508846067.6983209
271925,1508816257.64135,1508816907.282402
1299200,1510954415.3597383,1510955260.2207236
1299098,1510953715.9075692,1510954699.0977926
271864,1508816872.018928,1508816067.816844
658484,1509557709.386448,1509556378.452091
283523,1508847605.3337195,1508846552.146634
272400,1508817692.1665902,1508816782.2857208
272457,1508817186.197396,1508818016.2506902
282853,1508846671.141929,1508845647.8656018
281437,1508845016.9255621,1508846007.1568387
1377356,1511137179.1751406,1511138062.1854923
272377,1508817158.212489,1508817965.0379274
1377726,1511137630.5343254,1511138097.637145
272291,1508817901.404495,1508818105.8873298
272300,1508817519.2804346,1508818084.3948023
272713,1508818438.8115985,1508817694.3803034
272735,1508818571.6410375,1508817897.6051288
272336,1508817815.4016306,1508818425.6239238
325670,1508924409.6895905,1508923776.1964478
272299,1508818246.5347662,1508817453.4757707
1273514,1510745982.9410899,1510746817.3025618
272456,1508818056.9887078,1508818739.3557458
272580,1508818532.209419,1508817831.4317908
281625,1508845240.995871,1508846079.0631568
272668,1508818670.1764252,1508818168.9850788
379152,1509018098.6394622,1509018997.3648396
272712,1508818667.9075909,1508819228.277114
273189,1508819412.9528522,1508818783.4089067
1329895,1511023421.8528702,1511024180.9603076
333171,1508933609.672217,1508934538.9416454
273150,1508819098.340771,1508819836.496092
272800,1508818994.3204837,1508819670.7192702
272679,1508819635.634739,1508819143.1401093
300686,1508873585.7178812,1508872366.2899606
282928,1508847059.537901,1508846150.7852147
272921,1508819729.1336498,1508819493.248308
273430,1508819865.5756197,1508820581.0145614
273008,1508819355.7055845,1508820355.624899
301081,1508873336.6787357,1508874195.9712336
273558,1508820354.5948243,1508821005.7590353
283430,1508845849.870556,1508846693.933819
331625,1508933439.9574325,1508932793.3492308
273346,1508820080.4992893,1508820748.7846103
273363,1508820706.9997451,1508819980.8131526
273902,1508821366.0027308,1508820715.1821578
300904,1508873298.4342966,1508874093.5927916
273377,1508820338.0713415,1508820965.4762006
273393,1508820812.7645202,1508819876.1870792
273506,1508820736.9695904,1508821286.1793523
273792,1508820998.1059775,1508821627.38786
283113,1508847245.7665598,1508846035.8112543
273481,1508821197.0469291,1508820567.2154639
274131,1508821933.9438415,1508821358.2467394
273616,1508821471.7399757,1508820788.5888224
273686,1508821144.0534203,1508821776.2938838
273772,1508821857.5055225,1508821327.3968031
274006,1508821571.5854547,1508822124.6954982
300892,1508873668.094468,1508872469.0555162
1328968,1511022710.7883513,1511023439.419471
274009,1508822352.5286899,1508821729.7767575
274404,1508822275.427739,1508822727.53924
349081,1508958143.8819754,1508959069.6659803
349916,1508960007.5875056,1508958238.0094268
283144,1508846506.2026432,1508847408.0340352
301308,1508873461.6510355,1508874549.839642
1209908,1510620352.8801386,1510621056.873302
301392,1508873375.6201255,1508874615.3260765
325817,1508924508.0541582,1508925225.2919292
1378005,1511137573.6984837,1511138229.05698
281968,1508846772.1664786,1508845813.243042
300967,1508874013.8279912,1508873354.542899
388160,1509030681.8658338,1509031541.58639
283810,1508848028.624697,1508847038.6407404
282379,1508847305.6097116,1508844584.1058297
282246,1508847128.887665,1508846237.8642197
282438,1508846702.9735188,1508847633.3782802
282404,1508846852.317592,1508847729.8314507
408710,1509060387.5133076,1509061413.144552
283145,1508847180.586094,1508848027.174995
282831,1508847387.1639233,1508846374.784131
363352,1508976200.5263488,1508975102.2605562
284063,1508848563.8514435,1508847473.0429063
282868,1508847832.3901842,1508847125.605151
541033,1509360492.0647426,1509359808.9154902
302465,1508874176.0174718,1508875323.5139606
535718,1509340584.7570517,1509339934.9458163
283273,1508848313.6737523,1508847133.4316547
283354,1508848417.01429,1508847372.8599765
1283053,1510757218.8476398,1510758279.4222722
301252,1508874520.2032082,1508873201.4463801
1210842,1510621495.8870122,1510620641.4569833
283961,1508848203.5079465,1508849205.8505247
351359,1508960565.1626868,1508958325.5603735
1210726,1510620901.7051291,1510621756.1357114
283441,1508848655.986953,1508847565.8582785
283731,1508848776.681583,1508848286.3775618
301540,1508873725.6489904,1508874831.8164043
378068,1509017770.0385652,1509018598.5212338
1210562,1510621687.932809,1510621019.0589685
285332,1508849131.2277164,1508850210.4038715
320770,1508901223.9528315,1508901943.424895
1210967,1510621326.970546,1510622025.9143915
284305,1508849446.692641,1508848413.794029
302884,1508875375.461502,1508874436.0265415
1210205,1510620835.7976344,1510621567.2254648
442243,1509125864.585808,1509127310.2168212
284310,1508849493.1487005,1508848325.7683983
284129,1508849088.1995542,1508849911.7037866
302087,1508874664.6325896,1508873306.2743692
284385,1508849923.0001497,1508848910.9417136
284880,1508850694.5656576,1508850839.5587778
326147,1508925292.6714826,1508925951.5215676
377864,1509018216.9345064,1509017030.0922618
284985,1508849892.3747807,1508850993.569439
364690,1508977687.3739264,1508978959.1964028
284511,1508849934.953436,1508848086.6259925
284698,1508849329.308125,1508850696.8970327
350155,1508960674.8710296,1508959292.1310484
1378264,1511138193.9247425,1511138954.16949
284800,1508850121.4055161,1508848982.5728824
285076,1508850351.2277606,1508849395.4881835
1210387,1510621012.3581047,1510621793.311802
302613,1508875690.5533726,1508874343.7265766
326069,1508925601.3893485,1508923798.0022066
301950,1508874274.0048614,1508875429.7501483
1209997,1510621035.2918313,1510620101.4684098
285566,1508850752.7752938,1508849728.4159617
1210671,1510621261.065121,1510621925.5103955
349948,1508960304.6554363,1508958999.5570698
285060,1508849955.6083841,1508851265.6738725
1377759,1511138305.280783,1511137421.1710918
1329120,1511023109.0154688,1511022390.5904148
1211193,1510621634.999917,1510622394.868202
286129,1508850208.0733955,1508851456.031042
286739,1508850912.038223,1508850071.8879597
286836,1508851012.617829,1508850053.3029804
302045,1508874569.3664806,1508875598.1581376
286499,1508850735.1033454,1508851950.0700724
286121,1508851414.5203536,1508851373.2918959
623757,1509490704.1759996,1509489959.0561519
286278,1508851218.2925818,1508852458.4819083
285077,1508850340.5725148,1508851706.0807438
286258,1508851472.740727,1508850595.9019067
287433,1508852269.480218,1508861189.3342023
302691,1508875979.0338686,1508874613.7024252
1210074,1510621258.9590838,1510620411.6874514
303687,1508875621.4698563,1508876766.6617224
286099,1508851333.2625237,1508851054.9472377
287279,1508851428.8299437,1508852615.4403522
582898,1509420322.6231275,1509419545.6327927
327264,1508926641.1819663,1508925911.4063234
326405,1508925926.5412712,1508925190.962305
1211095,1510621979.3294408,1510622699.3345215
287101,1508851816.7655938,1508850897.3959372
608037,1509470003.449468,1509469055.456794
287172,1508852024.3469844,1508853143.2444394
302149,1508874654.2669506,1508875700.6639025
562808,1509390297.5412014,1509391233.2228463
286374,1508851343.4196877,1508852484.2930334
302521,1508876166.462336,1508874967.9986463
1211346,1510622472.3670702,1510621595.928448
286736,1508851637.4733427,1508852694.498166
1377507,1511137782.8587573,1511136950.7014365
287609,1508851692.232238,1508852812.095888
1211698,1510622420.4658275,1510623270.5855782
579554,1509413536.6874957,1509414376.9798803
287958,1508852133.880903,1508853283.4758146
302354,1508874877.2474263,1508875803.2278452
1211205,1510622121.62077,1510622795.2622962
378426,1509017898.139026,1509018819.4764872
288505,1508853246.8973207,1508852477.0598757
286832,1508852469.4267843,1508852215.8905854
308193,1508880934.5215707,1508882519.5981758
288051,1508852324.1576629,1508853424.99689
326349,1508925898.8934522,1508926481.9645808
358442,1508970627.7020721,1508962142.3906596
287136,1508852743.1573355,1508851620.3082216
288869,1508853242.1891654,1508854131.363223
480263,1509205685.470179,1509204678.645813
797856,1509812762.342742,1509813497.770804
288173,1508852558.6067383,1508853518.435686
1210785,1510621462.0575387,1510622337.8976257
287976,1508890328.0281382,1508854061.1890218
423958,1509100325.3786767,1509101129.2657268
288018,1508853600.702576,1508852733.4838288
1210856,1510621806.3278105,1510622464.7480428
288442,1508853376.1034052,1508852567.5627234
331662,1508933543.3448596,1508932818.9461887
288529,1508853774.7088387,1508852870.003097
1310137,1510970739.872348,1510969895.046241
1310470,1510970905.8191328,1510970056.283175
289122,1508853939.6238234,1508852984.6593297
289297,1508853956.5379424,1508855078.3891714
289556,1508854890.2798538,1508853853.9964352
288320,1508853359.8753734,1508854351.4302554
1210682,1510622157.6932662,1510621092.9871643
288671,1508854255.104837,1508855386.5134466
378240,1509018474.3157291,1509017530.3839512
288762,1508853761.4079325,1508854645.989922
288330,1508854566.9391558,1508853430.4044366
741908,1509708904.3769135,1509707829.3116782
1310128,1510970708.5407012,1510969793.3539
303109,1508875572.4881263,1508874186.278424
326878,1508926196.2507958,1508926922.3056667
289213,1508854488.4887395,1508853135.1056786
326565,1508926438.6525555,1508925732.4996893
289309,1508854052.0837553,1508855321.4060702
303254,1508875819.9757786,1508874317.981488
302586,1508875249.1030722,1508876294.0085692
1211357,1510622525.4122941,1510623348.1501663
289529,1508854712.9899733,1508853547.5935338
289091,1508854493.1725116,1508855696.5676022
290014,1508855175.5675871,1508856183.835197
289173,1508854968.4607754,1508855910.658587
289884,1508854845.9829085,1508855778.21554
289263,1508855601.3411686,1508854656.8641865
1211107,1510622551.2348547,1510621770.279464
1211496,1510622633.8681674,1510623387.393611
290486,1508855448.6395044,1508856725.1227078
1211143,1510622786.707362,1510621976.848014
289677,1508856108.9247186,1508855070.4624195
1329615,1511023260.459181,1511024046.8506253
290072,1508856651.6925118,1508855524.3244276
1211970,1510623735.4644012,1510622855.2579927
289842,1508855617.1387298,1508854707.4152372
290150,1508855805.8651574,1508854892.3564997
378484,1509017976.9193163,1509019003.5718143
289499,1508855180.2966235,1508856435.3770018
290145,1508855892.5913422,1508854945.6736882
658744,1509557732.0143473,1509558896.6161785
589163,1509444482.2135804,1509443907.4832056
291354,1508856894.0803185,1508857704.4043949
1330180,1511024744.3635104,1511023832.2972617
291297,1508857367.7208552,1508856402.1772394
1310708,1510970197.326031,1510971045.3129137
290128,1508856283.0169597,1508857259.4966295
289861,1508856730.3212807,1508854586.7097297
302456,1508876092.9719458,1508874933.88163
327787,1508927521.4333386,1508926908.2659657
1309901,1510969587.727289,1510970507.3092327
328085,1508927635.1668286,1508927052.2622776
291320,1508858192.2947218,1508857187.8582983
290898,1508857062.6485503,1508856362.1938686
1309964,1510969749.4942136,1510970964.4226046
304039,1508877188.3559186,1508876196.340914
1310029,1510969978.2751162,1510970747.546962
290737,1508857020.2080488,1508858019.0004787
303197,1508875736.8880832,1508876937.9209886
379702,1509018779.4381309,1509019585.667476
351177,1508960889.779656,1508959495.3883882
302827,1508876528.9176419,1508875455.2375276
303306,1508876270.7484796,1508875089.6581259
290829,1508857100.0891898,1508858069.268344
290900,1508857177.539822,1508858115.958809
1297891,1510953597.1107857,1510954639.092516
351698,1508959887.6574898,1508960797.7052965
290594,1508857524.3772078,1508856511.9914572
379318,1509018848.2657182,1509019683.4164479
291001,1508857326.030869,1508858343.0704732
291119,1508857592.0355163,1508858411.6356514
326588,1508926313.5390635,1508926971.6188872
291303,1508857883.76999,1508856979.7169218
1299375,1510955389.8674395,1510954459.833283
303209,1508875952.7236862,1508877068.2470062
350221,1508960977.2631614,1508959665.060273
291220,1508857955.626336,1508858791.34193
1297830,1510954193.3442974,1510953263.14774
292001,1508858136.7191966,1508858791.7763896
292060,1508859188.6738844,1508858131.3057466
291112,1508858650.9985974,1508857864.6188157
326675,1508926972.5896754,1508926257.7771924
292610,1508859739.5735505,1508858532.3366566
328086,1508927730.700889,1508926955.0609102
291503,1508858834.4864573,1508857744.5062416
291419,1508858847.916703,1508859759.0757778
292472,1508858509.0940955,1508859506.5634248
291621,1508859314.3147504,1508858205.2514133
303061,1508876974.5827186,1508875476.416568
292124,1508859117.5592675,1508858212.1927664
292619,1508859504.4916387,1508860526.8754635
291721,1508859604.7260592,1508858385.9104402
292652,1508860433.68358,1508859259.2969353
292748,1508859860.1760657,1508860741.1034358
292148,1508859156.368467,1508860044.0754452
292315,1508859911.2027807,1508858820.7779193
304579,1508877876.4505708,1508876456.4846585
292328,1508859434.8474004,1508860287.8520305
327218,1508927949.185289,1508927239.268677
1284118,1510758422.5157769,1510757504.412181
1211960,1510623399.7740183,1510624147.4401467
292344,1508859748.9641938,1508860659.3899567
351245,1508959302.6277566,1508960346.1780276
305356,1508877563.377082,1508879093.298576
1211651,1510622936.0325828,1510623553.4702747
302949,1508876832.4895802,1508875107.524919
303581,1508876353.4733915,1508877388.441495
293718,1508861488.5449064,1508860382.6454773
378543,1509018880.2439103,1509017852.5837903
1212136,1510624249.5620034,1510623496.5710502
293335,1508860170.7448938,1508861058.6125567
293782,1508860991.9531715,1508861998.6945722
292957,1508860597.7781658,1508861641.7730687
1211345,1510622973.707964,1510622259.3990743
292913,1508861007.2603514,1508859850.4944077
303828,1508877073.8541124,1508875302.146
1348991,1511058410.028418,1511059167.7329237
1211401,1510623427.17862,1510622524.9820185
1283030,1510757652.019474,1510756747.331147
1211767,1510623347.260217,1510624100.0416558
304916,1508877091.2091885,1508878251.3352551
293051,1508861353.5160918,1508860171.185917
303629,1508877171.8521872,1508876064.3983088
442531,1509126538.3373208,1509125991.1657836
293798,1508860915.693926,1508861765.4252748
292691,1508860883.6663213,1508872918.1773534
303685,1508876600.2067368,1508877718.276807
293247,1508861810.5604959,1508860507.0141299
293354,1508861081.36694,1508862182.6074622
293236,1508861768.399993,1508860468.6291742
1212045,1510623650.7933137,1510624380.5359719
303966,1508876752.2863517,1508877957.371361
293357,1508861990.6781871,1508860929.9517295
293521,1508861607.959647,1508862575.49273
1211614,1510623490.1613438,1510622642.4880242
294469,1508862088.3986638,1508863061.0972235
293651,1508861689.7128892,1508862583.2290788
1212581,1510624143.798746,1510624823.5824764
309897,1508884379.462855,1508882890.4727945
294432,1508863114.0177627,1508861082.5467007
293390,1508862294.7945356,1508861119.621678
1211707,1510623639.01738,1510622745.2370539
379707,1509019363.2897184,1509018433.9506218
409714,1509061719.639497,1509059380.250147
295072,1508862890.8877587,1508863790.3997858
293694,1508862583.3186681,1508861366.8932056
294097,1508862173.68518,1508863300.6293676
303726,1508877585.9328039,1508876274.2291875
294625,1508862267.4015706,1508863363.5755155
635145,1509512754.6987722,1509511344.639341
294336,1508862476.2723951,1508863621.3608913
1282782,1510757144.663027,1510758189.9853575
295194,1508863016.3748038,1508864022.0529075
294453,1508862961.7177634,1508863873.0961752
295559,1508864741.1708817,1508863970.1304715
295298,1508864255.6572447,1508863473.2971435
351410,1508959540.1725256,1508960550.347377
1378425,1511138826.6070695,1511139548.6853228
294152,1508863286.1677613,1508861607.8678484
305126,1508877393.809205,1508878673.0209947
1378108,1511138575.383577,1511137886.8993213
294536,1508863352.9249227,1508864226.3189347
304229,1508877996.800636,1508876631.5633757
305138,1508878682.4572093,1508877287.482345
1360474,1511103765.5967627,1511103058.2380333
